chords	cp	key	section	song	artist
['G', 'D', 'Em', 'C']	1,5,6,4	7.0		be like that	3 doors down
['A', 'E', 'F#m', 'D']	1,5,6,4	9.0		someone like you	adele
['G', 'D', 'Em', 'C']	1,5,6,4	7.0		girlfriend	avril lavigne
['F', 'C', 'Dm', 'A#']	1,5,6,4	5.0		grenade	bruno mars
['G', 'D', 'Em', 'C']	1,5,6,4	7.0		call me maybe	carly rae jepsen
['D#', 'A#', 'Cm', 'G#']	1,5,6,4	3.0		so small	carrie underwood
['C', 'G', 'Am', 'F']	1,5,6,4	0.0		parachute	cheryl cole
['D#', 'A#', 'Cm', 'G#']	1,5,6,4	3.0		jar of hearts	christina perri
['Em', 'G#', 'D#', 'Em']	1,3,7,1	4.0		bring me to life	evanescence
['C', 'G', 'Am', 'F']	1,5,6,4	0.0		whistle	flo rida
['C', 'G', 'Am', 'F']	1,5,6,4	0.0		i'm yours	jason mraz
['A', 'E', 'F#m', 'D']	1,5,6,4	9.0		already gone	kelly clarkson
['A', 'E', 'F#m', 'D']	1,5,6,4	9.0		the edge of glory	lady gaga
['Cm', 'Gm', 'A', 'Fm']	1,5,6,4	0.0		she will be loved	maroon 5
['A#', 'F', 'Gm', 'D#']	1,5,6,4	10.0		real world	matchbox 20
['E', 'B', 'C#m', 'A']	1,5,6,4	4.0		the cave	mumford and sons
['G', 'D', 'Em', 'C']	1,5,6,4	7.0		please play this song on the radio	nofx
['C#', 'G#', 'A#m', 'F#']	1,5,6,4	1.0		little talks	of monsters and men
['A', 'E', 'F#m', 'D']	1,5,6,4	9.0		wagon wheel	old crow medicine show
['D', 'A', 'Bm', 'G']	1,5,6,4	2.0		live while we're young	one direction
['A#', 'F', 'Gm', 'D#']	1,5,6,4	10.0		love the way you lie part 2	rihanna
['Bm', 'F#m', 'G#', 'Em']	1,5,6,4	11.0		waka waka	shakira
['Cm', 'Gm', 'A', 'Fm']	1,5,6,4	0.0		wasted time	skid row
['Am', 'Em', 'F#', 'Dm']	1,5,6,4	9.0		run	snow patrol
['G', 'D', 'Em', 'C']	1,5,6,4	7.0		eyes open	taylor swift
['D#m', 'A#m', 'C', 'G#m']	1,5,6,4	3.0		i knew you were trouble	taylor swift
['G#', 'D#', 'Fm', 'C#']	1,5,6,4	8.0		jack sparrow	the lonely island
['G', 'D', 'Em', 'C']	1,5,6,4	7.0		where the green grass grows	tim mcgraw
['C#m', 'G#m', 'A#', 'F#m']	1,5,6,4	1.0		hey soul sister	train
['F', 'C', 'Dm', 'A#']	1,5,6,4	5.0		21 guns	green day
['G#', 'D#', 'Fm', 'C#']	1,5,6,4	8.0		holiday	green day
['B', 'F#', 'G#m', 'E']	1,5,6,4	11.0		when i come around	green day
['A', 'E', 'F#m', 'D']	1,5,6,4	9.0		numb	linkin park
['A', 'E', 'F#m', 'D']	1,5,6,4	9.0		2012 'if the world would end'	mike candys
['B', 'F#', 'G#m', 'E']	1,5,6,4	11.0		confusion and frustration in modern times	sum 41
['B', 'F#', 'G#m', 'E']	1,5,6,4	11.0		walking disaster	sum 41
['G#', 'D#', 'Fm', 'C#']	1,5,6,4	8.0		paparazzi	lady gaga
['C#m', 'G#m', 'A#', 'F#m']	1,5,6,4	1.0		castle of glass	linkin park
['A', 'E', 'F#m', 'D']	1,5,6,4	9.0		river flows in you	yiruma
['C#m', 'G#m', 'A#', 'F#m']	1,5,6,4	1.0		listen to your heart	roxette
['B', 'F#', 'G#m', 'E']	1,5,6,4	11.0		life	the avett brothers
['F', 'C', 'Dm', 'A#']	1,5,6,4	5.0		stay stay stay	taylor swift
['A', 'E', 'F#m', 'D']	1,5,6,4	9.0		stereo love	edward maya
['D', 'A', 'Bm', 'G']	1,5,6,4	2.0		breakfast at tiffany's	deep blue something
['A#', 'F', 'Gm', 'D#']	1,5,6,4	10.0		seasons	rome
['Bm', 'F#m', 'G#', 'Em']	1,5,6,4	11.0		born to make you happy	britney spears
['C#m', 'G#m', 'A#', 'F#m']	1,5,6,4	1.0		awesome	charles jenkins
['B', 'F#', 'G#m', 'E']	1,5,6,4	11.0		escape	enrique iglesias
['G#', 'D#', 'Fm', 'C#']	1,5,6,4	8.0		dimelo	enrique iglesias
['F', 'C', 'Dm', 'A#']	1,5,6,4	5.0		illumielle	jo blankenburg
['E', 'B', 'C#m', 'A']	1,5,6,4	4.0		just what i needed	the cars
['C', 'G', 'Am', 'F']	1,5,6,4	0.0		otherside	red hot chili peppers
['G#', 'D#', 'Fm', 'C#']	1,5,6,4	8.0		this is what it feels like	armin van buuren
['G#', 'D#', 'Fm', 'C#']	1,5,6,4	8.0		heart attack	demi lovato
['Am', 'Em', 'F#', 'Dm']	1,5,6,4	9.0		my songs know what you did in the dark	fall out boy
['C', 'G', 'Am', 'F']	1,5,6,4	0.0		get your shine on	florida georgia line
['Bm', 'F#m', 'G#', 'Em']	1,5,6,4	11.0		dragostea din tei	o zone
['E', 'B', 'C#m', 'A']	1,5,6,4	4.0		all i ever wanted	basshunter
['Bm', 'F#m', 'G#', 'Em']	1,5,6,4	11.0		stamp on the ground	italobrothers
['Cm', 'Gm', 'A', 'Fm']	1,5,6,4	0.0		you drive me crazy	britney spears
['A', 'E', 'F#m', 'D']	1,5,6,4	9.0		hide and seek	imogen heap
['A', 'E', 'F#m', 'D']	1,5,6,4	9.0		replay	iyaz
['A', 'E', 'F#m', 'D']	1,5,6,4	9.0		behind these hazel eyes	kelly clarkson
['Fm', 'Cm', 'D', 'A#m']	1,5,6,4	5.0		everybody	mike candys
['G', 'D', 'Em', 'C']	1,5,6,4	7.0		love actually	cady groves
['C#', 'G#', 'A#m', 'F#']	1,5,6,4	1.0		just a dream	nelly
['D', 'A', 'Bm', 'G']	1,5,6,4	2.0		love story	taylor swift
['Fm', 'Cm', 'D', 'A#m']	1,5,6,4	5.0		the one	backstreet boys
['G#', 'D#', 'Fm', 'C#']	1,5,6,4	8.0		i love college	asher roth
['D', 'A', 'Bm', 'G']	1,5,6,4	2.0		waiting on the world to change	john mayer
['A#m', 'Fm', 'G', 'D#m']	1,5,6,4	10.0		that don't impress me much	shania twain
['F', 'C', 'Dm', 'A#']	1,5,6,4	5.0		glycerine	bush
['C', 'G', 'Am', 'F']	1,5,6,4	0.0		wedding dress	taeyang
['A', 'E', 'F#m', 'D']	1,5,6,4	9.0		hey mario	patent pending
['A', 'E', 'F#m', 'D']	1,5,6,4	9.0		one of us	joan osborne
['G', 'D', 'Em', 'C']	1,5,6,4	7.0		europa	globus
['F', 'C', 'Dm', 'A#']	1,5,6,4	5.0		higher love	steve winwood
['G', 'D', 'Em', 'C']	1,5,6,4	7.0		silver scrapes	danny mccarthy
['G', 'D', 'Em', 'C']	1,5,6,4	7.0		unconditionally	katy perry
['A#', 'F', 'Gm', 'D#']	1,5,6,4	10.0		you raise me up	josh groban
['Em', 'Bm', 'C#', 'Am']	1,5,6,4	4.0		master of the wind	manowar
['Em', 'Bm', 'C#', 'Am']	1,5,6,4	4.0		blood brothers	iron maiden
['Fm', 'Cm', 'D', 'A#m']	1,5,6,4	5.0		to the stars	braken
['Am', 'Em', 'F#', 'Dm']	1,5,6,4	9.0		electricity	orchestral manoeuvres in the dark
['G', 'D', 'Em', 'C']	1,5,6,4	7.0		crash my party	luke bryan
['Em', 'Bm', 'C#', 'Am']	1,5,6,4	4.0		self destruct	pegboard nerds
['B', 'F#', 'G#m', 'E']	1,5,6,4	11.0		we own the night	the wanted
['Gm', 'Dm', 'E', 'Cm']	1,5,6,4	7.0		hey brother	avicii
['C#', 'G#', 'A#m', 'F#']	1,5,6,4	1.0		satisfied in you	the sing team
['C', 'G', 'Am', 'F']	1,5,6,4	0.0		save tonight	eagle eye cherry
['A', 'E', 'F#m', 'D']	1,5,6,4	9.0		amazing	alex lloyd
['F', 'C', 'Dm', 'A#']	1,5,6,4	5.0		torn	natalie imbruglia
['F#m', 'C#m', 'D#', 'Bm']	1,5,6,4	6.0		your love is a song	switchfoot
['C#', 'G#', 'A#m', 'F#']	1,5,6,4	1.0		bold as love	jimi hendrix
['Am', 'Em', 'F#', 'Dm']	1,5,6,4	9.0		ciudad magica	tan bionica
['D', 'A', 'Bm', 'G']	1,5,6,4	2.0		say something	a great big world
['C', 'G', 'Am', 'F']	1,5,6,4	0.0		somewhere over the rainbow	israel kamakawiwoole
['A', 'E', 'F#m', 'D']	1,5,6,4	9.0		may it be	enya
['D#', 'A#', 'Cm', 'G#']	1,5,6,4	3.0		demons	imagine dragons
['A', 'E', 'F#m', 'D']	1,5,6,4	9.0		from prying plans into the fire	tamas wells
['D#', 'A#', 'Cm', 'G#']	1,5,6,4	3.0		punga	klingande
['Em', 'Bm', 'C#', 'Am']	1,5,6,4	4.0		the wicker man	iron maiden
['F#m', 'C#m', 'D#', 'Bm']	1,5,6,4	6.0		still loving you	scorpions
['G#', 'D#', 'Fm', 'C#']	1,5,6,4	8.0		let it go	idina menzel
['Bm', 'F#m', 'G#', 'Em']	1,5,6,4	11.0		ai -'ation-	unite
['E', 'B', 'C#m', 'A']	1,5,6,4	4.0		bullet	hollywood undead
['A', 'E', 'F#m', 'D']	1,5,6,4	9.0		push play	miriam bryant
['G', 'D', 'Em', 'C']	1,5,6,4	7.0		hampster dance	hampton the hampster
['A', 'E', 'F#m', 'D']	1,5,6,4	9.0		take me home - country roads	john denver
['G#', 'D#', 'Fm', 'C#']	1,5,6,4	8.0		pewdiepie song	dj fortify
['A', 'E', 'F#m', 'D']	1,5,6,4	9.0		crazy train	ozzy osbourne
['Cm', 'Gm', 'A', 'Fm']	1,5,6,4	0.0		american girl	bonnie mckee
['C#m', 'G#m', 'A#', 'F#m']	1,5,6,4	1.0		runaway	kanye west
['B', 'F#', 'G#m', 'E']	1,5,6,4	11.0		flying butterfly	yb
['C', 'G', 'Am', 'F']	1,5,6,4	0.0		self esteem	the offspring
['G', 'D', 'Em', 'C']	1,5,6,4	7.0		limbo	daddy yankee
['E', 'B', 'C#m', 'A']	1,5,6,4	4.0		oh darling	the beatles
['A#', 'F', 'Gm', 'D#']	1,5,6,4	10.0		red lights	tiesto
['A#', 'F', 'Gm', 'D#']	1,5,6,4	10.0		hall of fame	the script
['D', 'A', 'Bm', 'G']	1,5,6,4	2.0		breaking the law	judas priest
['G#', 'D#', 'Fm', 'C#']	1,5,6,4	8.0		all of me	john legend
['A#', 'F', 'Gm', 'D#']	1,5,6,4	10.0		dirty little secret	the all-american rejects
['A#', 'F', 'Gm', 'D#']	1,5,6,4	10.0		cruise	florida georgia line
['A#m', 'Fm', 'G', 'D#m']	1,5,6,4	10.0		phoenix	all levels at once
['G', 'D', 'Em', 'C']	1,5,6,4	7.0		big girls don't cry	fergie
['Am', 'Em', 'F#', 'Dm']	1,5,6,4	9.0		breakaway	kelly clarkson
['Fm', 'Cm', 'D', 'A#m']	1,5,6,4	5.0		painful like	austra
['F', 'C', 'Dm', 'A#']	1,5,6,4	5.0		where is the love	black eyed peas
['Fm', 'Cm', 'D', 'A#m']	1,5,6,4	5.0		bridge of khazad-dum	howard shore
['Em', 'Bm', 'C#', 'Am']	1,5,6,4	4.0		metal gear	harry gregson-williams
['G#', 'D#', 'Fm', 'C#']	1,5,6,4	8.0		que sera	justice crew
['C#m', 'G#m', 'A#', 'F#m']	1,5,6,4	1.0		whenever wherever	shakira
['F', 'C', 'Dm', 'A#']	1,5,6,4	5.0		what you need	les friction
['Bm', 'F#m', 'G#', 'Em']	1,5,6,4	11.0		dear darlin	olly murs 
['Bm', 'F#m', 'G#', 'Em']	1,5,6,4	11.0		young volcanoes	fall out boy
['Bm', 'F#m', 'G#', 'Em']	1,5,6,4	11.0		elements 2004	neo cortex
['C', 'G', 'Am', 'F']	1,5,6,4	0.0		elements	neo cortex
['A#m', 'Fm', 'G', 'D#m']	1,5,6,4	10.0		old money	lana del rey
['C#m', 'G#m', 'A#', 'F#m']	1,5,6,4	1.0		no one	alicia keys
['F', 'C', 'Dm', 'A#']	1,5,6,4	5.0		half of my heart	john mayer
['C', 'G', 'Am', 'F']	1,5,6,4	0.0		a boy and a girl	eric whitacre
['A', 'E', 'F#m', 'D']	1,5,6,4	9.0		sooner or later	mat kearney
['C', 'G', 'Am', 'F']	1,5,6,4	0.0		witch doctor	cartoons
['E', 'B', 'C#m', 'A']	1,5,6,4	4.0		x-kid	green day
['Dm', 'Am', 'B', 'Gm']	1,5,6,4	2.0		what about love	heart
['G#', 'D#', 'Fm', 'C#']	1,5,6,4	8.0		seasons of love	jonathan larson
['F#', 'C#', 'D#m', 'B']	1,5,6,4	6.0		the days	avicii
['D', 'A', 'Bm', 'G']	1,5,6,4	2.0		wherever you will go	the calling
['G#', 'D#', 'Fm', 'C#']	1,5,6,4	8.0		i need your love	calvin harris
['C', 'G', 'Am', 'F']	1,5,6,4	0.0		what would you do	bastille
['G', 'D', 'Em', 'C']	1,5,6,4	7.0		bad blood	taylor swift
['G', 'D', 'Em', 'C']	1,5,6,4	7.0		the spirit of jazz	the gaslight anthem
['G#m', 'D#m', 'F', 'C#m']	1,5,6,4	8.0		the navesink banks	the gaslight anthem
['G#', 'D#', 'Fm', 'C#']	1,5,6,4	8.0		cool kids	echosmith
['C', 'G', 'Am', 'F']	1,5,6,4	0.0		the captain	biffy clyro
['G#', 'D#', 'Fm', 'C#']	1,5,6,4	8.0		45	the gaslight anthem
['F#m', 'C#m', 'D#', 'Bm']	1,5,6,4	6.0		wicked wonderland	martin tungevaag
['A', 'E', 'F#m', 'D']	1,5,6,4	9.0		tirer des caisses	soldat louis
['G', 'D', 'Em', 'C']	1,5,6,4	7.0		sunshine	john murphy
['C', 'G', 'Am', 'F']	1,5,6,4	0.0		rollin' and tumblin'	the gaslight anthem
['F#', 'C#', 'D#m', 'B']	1,5,6,4	6.0		caramelldansen	caramell
['C', 'G', 'Am', 'F']	1,5,6,4	0.0		divine sorrow	wyclef jean
['Dm', 'Am', 'B', 'Gm']	1,5,6,4	2.0		poison	alice cooper
['D', 'A', 'Bm', 'G']	1,5,6,4	2.0		fairytale of new york	the pogues and kirsty maccoll
['G', 'D', 'Em', 'C']	1,5,6,4	7.0		i should have known better	the beatles
['Bm', 'F#m', 'G#', 'Em']	1,5,6,4	11.0		down	jay sean
['D', 'A', 'Bm', 'G']	1,5,6,4	2.0		the stable song	gregory alan isakov
['D#', 'A#', 'Cm', 'G#']	1,5,6,4	3.0		fix you	coldplay
['A', 'E', 'F#m', 'D']	1,5,6,4	9.0		elastic heart	sia
['B', 'F#', 'G#m', 'E']	1,5,6,4	11.0		nobody compares	one direction
['Em', 'Bm', 'C#', 'Am']	1,5,6,4	4.0		right here right now	agnes
['Dm', 'Am', 'B', 'Gm']	1,5,6,4	2.0		technicolor	madeon
['F#', 'C#', 'D#m', 'B']	1,5,6,4	6.0		heartbeat song	kelly clarkson
['D', 'A', 'Bm', 'G']	1,5,6,4	2.0		crush	the horrible crowes
['E', 'B', 'C#m', 'A']	1,5,6,4	4.0		mean	taylor swift
['D', 'A', 'Bm', 'G']	1,5,6,4	2.0		battlefield	jordin sparks
['F', 'C', 'Dm', 'A#']	1,5,6,4	5.0		i really like you	carly rae jepsen
['A', 'E', 'F#m', 'D']	1,5,6,4	9.0		heart and soul	built by titan
['Cm', 'Gm', 'A', 'Fm']	1,5,6,4	0.0		good girl	carrie underwood
['F#', 'C#', 'D#m', 'B']	1,5,6,4	6.0		dragon	miriam bryant
['G', 'D', 'Em', 'C']	1,5,6,4	7.0		sea of love -remix-	daze
['G', 'D', 'Em', 'C']	1,5,6,4	7.0		vacation	alphabeat
['A#', 'F', 'Gm', 'D#']	1,5,6,4	10.0		so sad to say	the mighty mighty bosstones
['E', 'B', 'C#m', 'A']	1,5,6,4	4.0		what if	emilie autumn
['Fm', 'Cm', 'D', 'A#m']	1,5,6,4	5.0		are you with me	lost frequencies
['C#', 'G#', 'A#m', 'F#']	1,5,6,4	1.0		uncharted	sara bareilles
['E', 'B', 'C#m', 'A']	1,5,6,4	4.0		if i die young	the band perry
['F#', 'C#', 'D#m', 'B']	1,5,6,4	6.0		no reason	sum 41
['C', 'G', 'Am', 'F']	1,5,6,4	0.0		i will never be your friend	irish stew of sindidun
['G#m', 'D#m', 'F', 'C#m']	1,5,6,4	8.0		hit da blokk	big dope p
['E', 'B', 'C#m', 'A']	1,5,6,4	4.0		give me one good reason	blink 182
['C', 'G', 'Am', 'F']	1,5,6,4	0.0		fuse	hudson mohawke
['Fm', 'Cm', 'D', 'A#m']	1,5,6,4	5.0		i know you - fifty shades of grey	skylar grey
['B', 'F#', 'G#m', 'E']	1,5,6,4	11.0		my name is jonas	weezer
['F#', 'C#', 'D#m', 'B']	1,5,6,4	6.0		vulnerability	mitis
['A', 'E', 'F#m', 'D']	1,5,6,4	9.0		born	mitis
['D', 'A', 'Bm', 'G']	1,5,6,4	2.0		world falls apart - thomas gold remix	dash berlin
['F#m', 'C#m', 'D#', 'Bm']	1,5,6,4	6.0		alive	sia
['G', 'D', 'Em', 'C']	1,5,6,4	7.0		broken arrows	avicii
['Fm', 'Cm', 'D', 'A#m']	1,5,6,4	5.0		hello	adele
['D', 'A', 'Bm', 'G']	1,5,6,4	2.0		lass liegen	alligatoah
['C#', 'G#', 'A#m', 'F#']	1,5,6,4	1.0		tuesday's gone	lynyrd skynyrd
['Cm', 'Gm', 'A', 'Fm']	1,5,6,4	0.0		windfall	thefatrat
['A#m', 'Fm', 'G', 'D#m']	1,5,6,4	10.0		hula hoop	omi
['C#m', 'G#m', 'A#', 'F#m']	1,5,6,4	1.0		love is on the way	saigon kick
['D', 'A', 'Bm', 'G']	1,5,6,4	2.0		stars come out	runaground and disco fries
['G#', 'D#', 'Fm', 'C#']	1,5,6,4	8.0		angel eyes	love and theft
['Gm', 'Dm', 'E', 'Cm']	1,5,6,4	7.0		be right there	diplo and sleepy tom
['G', 'D', 'Em', 'C']	1,5,6,4	7.0		hey julie	fountains of wayne
['C#m', 'G#m', 'A#', 'F#m']	1,5,6,4	1.0		knightlife	riggi and piros
['G', 'D', 'Em', 'C']	1,5,6,4	7.0		fight song	rachel platten
['C', 'G', 'Am', 'F']	1,5,6,4	0.0		cry love	john hiatt
['G#', 'D#', 'Fm', 'C#']	1,5,6,4	8.0		break your heart	taio cruz
['D#m', 'A#m', 'C', 'G#m']	1,5,6,4	3.0		take me away	4 strings
['E', 'B', 'C#m', 'A']	1,5,6,4	4.0		love yourself	justin bieber
['Dm', 'Am', 'B', 'Gm']	1,5,6,4	2.0		amaranth	nightwish
['G', 'D', 'Em', 'C']	1,5,6,4	7.0		try	pink
['C', 'G', 'Am', 'F']	1,5,6,4	0.0		dammit	blink 182
['Gm', 'Dm', 'E', 'Cm']	1,5,6,4	7.0		the one	deuce
['C#m', 'G#m', 'A#', 'F#m']	1,5,6,4	1.0		casanova	palm trees
['A', 'E', 'F#m', 'D']	1,5,6,4	9.0		forgettable	project 46
['C#', 'G#', 'A#m', 'F#']	1,5,6,4	1.0		streaming heart	deco 27
['G', 'D', 'Em', 'C']	1,5,6,4	7.0		so lonely	the police
['G#', 'D#', 'Fm', 'C#']	1,5,6,4	8.0		call your girlfriend	robyn
['Dm', 'Am', 'B', 'Gm']	1,5,6,4	2.0		doctor doctor	ufo
['F#', 'C#', 'D#m', 'B']	1,5,6,4	6.0		faded	alan walker
['C', 'G', 'Am', 'F']	1,5,6,4	0.0		dota	basshunter
['A#', 'F', 'Gm', 'D#']	1,5,6,4	10.0		spiderwebs	no doubt
['C#m', 'G#m', 'A#', 'F#m']	1,5,6,4	1.0		not the sun	brand new
['D', 'A', 'Bm', 'G']	1,5,6,4	2.0		to know him is to love him	the teddy bears
['C', 'G', 'Am', 'F']	1,5,6,4	0.0		bored to death	blink 182
['C', 'G', 'Am', 'F']	1,5,6,4	0.0		blue moon	beck
['C#', 'G#', 'A#m', 'F#']	1,5,6,4	1.0		hyper drive	nanobii
['A#m', 'Fm', 'G', 'D#m']	1,5,6,4	10.0		stronger monsters	toby fox
['C#m', 'G#m', 'A#', 'F#m']	1,5,6,4	1.0		sleep when we're dead	italobrothers
['C#m', 'G#m', 'A#', 'F#m']	1,5,6,4	1.0		your type	carly rae jepsen
['A#', 'F', 'Gm', 'D#']	1,5,6,4	10.0		poor places	wilco
['G', 'D', 'Em', 'C']	1,5,6,4	7.0		revolt	muse
['F#m', 'C#m', 'D#', 'Bm']	1,5,6,4	6.0		nekozilla	different heaven
['G#', 'D#', 'Fm', 'C#']	1,5,6,4	8.0		dead inside	muse
['A#', 'F', 'Gm', 'D#']	1,5,6,4	10.0		my heart	different heaven
['G#', 'D#', 'Fm', 'C#']	1,5,6,4	8.0		top of the world	greek fire
['C', 'G', 'Am', 'F']	1,5,6,4	0.0		unsteady	x ambassadors
['B', 'F#', 'G#m', 'E']	1,5,6,4	11.0		going away to college	blink-182
['F', 'C', 'Dm', 'C']	1,5,6,5	5.0		always	erasure
['G', 'D', 'Em', 'D']	1,5,6,5	7.0		mine	taylor swift
['G', 'D', 'Em', 'D']	1,5,6,5	7.0		we are never ever getting back together	taylor swift
['Fm', 'Cm', 'D', 'Cm']	1,5,6,5	5.0		venus	air
['Em', 'Bm', 'C#', 'Bm']	1,5,6,5	4.0		again and again	basto
['C', 'G', 'Am', 'G']	1,5,6,5	0.0		party encore	jaykay - lil wayne - rick ross - mack 10 
['A#', 'F', 'Gm', 'F']	1,5,6,5	10.0		perfect day	lou reed
['G', 'D', 'Em', 'D']	1,5,6,5	7.0		o come all ye faithful - christmas	casting crowns
['E', 'B', 'C#m', 'B']	1,5,6,5	4.0		trauerfeier lied	alligatoah
['C#m', 'G#m', 'A#', 'G#m']	1,5,6,5	1.0		la isla bonita	madonna
['E', 'B', 'C#m', 'B']	1,5,6,5	4.0		it all makes sense at the end	hank green
['C#m', 'G#m', 'A#', 'G#m']	1,5,6,5	1.0		wer weiss	alligatoah
['G', 'D', 'Em', 'D']	1,5,6,5	7.0		hungry hearts	nause
['Gm', 'Dm', 'E', 'Dm']	1,5,6,5	7.0		energy drink	virtual riot
['Dm', 'Am', 'B', 'Am']	1,5,6,5	2.0		miami 82 - avicii edit	syn cole
['D', 'A', 'Bm', 'A']	1,5,6,5	2.0		somebody loves you	betty who
['G', 'D', 'Em', 'D']	1,5,6,5	7.0		khe sanh	cold chisel
['C', 'G', 'Am', 'G']	1,5,6,5	0.0		look what you've done	jet
['G', 'D', 'Em', 'D']	1,5,6,5	7.0		i won't back down	tom petty and the heartbreakers
['C#m', 'G#m', 'A#', 'G#m']	1,5,6,5	1.0		jolene	dolly parton
['B', 'F#', 'G#m', 'F#']	1,5,6,5	11.0		play it again	luke bryan
['G#', 'D#', 'Fm', 'D#']	1,5,6,5	8.0		the angry video game nerd theme song	kyle justin
['F', 'C', 'Dm', 'C']	1,5,6,5	5.0		life is a highway	tom cochrane
['B', 'F#', 'G#m', 'F#']	1,5,6,5	11.0		atemlos	helene fischer
['Bm', 'F#m', 'G#', 'F#m']	1,5,6,5	11.0		the authority song	jimmy eat world
['F#', 'C#', 'D#m', 'C#']	1,5,6,5	6.0		the nights	avicii
['F#', 'C#', 'D#m', 'C#']	1,5,6,5	6.0		welcome home	radical face
['B', 'F#', 'G#m', 'F#']	1,5,6,5	11.0		21	hunter hayes
['D', 'A', 'Bm', 'A']	1,5,6,5	2.0		radio	alkaline trio
['D#m', 'A#m', 'C', 'A#m']	1,5,6,5	3.0		god is dead	black sabbath
['G', 'D', 'Em', 'D']	1,5,6,5	7.0		wax and wire	loch lomond
['D', 'A', 'Bm', 'A']	1,5,6,5	2.0		history of a boring town	less than jake
['Em', 'Bm', 'C#', 'Bm']	1,5,6,5	4.0		solitude is bliss	tame impala
['E', 'B', 'C#m', 'B']	1,5,6,5	4.0		i wish	eisley
['G', 'D', 'Em', 'D']	1,5,6,5	7.0		devil pray	madonna
['Cm', 'Gm', 'A', 'Gm']	1,5,6,5	0.0		don't look back into the sun	the libertines
['A', 'E', 'F#m', 'E']	1,5,6,5	9.0		sex type thing	stone temple pilots
['Fm', 'Cm', 'D', 'Cm']	1,5,6,5	5.0		are you done with me	delain
['C#', 'G#', 'A#m', 'G#']	1,5,6,5	1.0		feronia feat danyka nadeau	astronaut
['Em', 'Bm', 'C#', 'Bm']	1,5,6,5	4.0		paranoid	black sabbath
['F#m', 'C#m', 'D#', 'C#m']	1,5,6,5	6.0		heaven piercing giga drill	area 11
['D#', 'A#', 'Cm', 'A#']	1,5,6,5	3.0		over you	daughtry
['F#m', 'C#m', 'D#', 'C#m']	1,5,6,5	6.0		lord of the thunder	rhapsody
['D', 'A', 'Bm', 'A']	1,5,6,5	2.0		even if she falls	blink-182
['F', 'C', 'Dm', 'F']	1,5,6,1	5.0		i will follow you into the dark	death cab for cutie
['A#', 'F', 'Gm', 'A#']	1,5,6,1	10.0		2000 light years away	green day
['C', 'G', 'Am', 'C']	1,5,6,1	0.0		please stay	warren zevon
['G', 'D', 'Em', 'G']	1,5,6,1	7.0		pegasus	arias
['C#m', 'G#m', 'A#', 'C#m']	1,5,6,1	1.0		fire hive	knife party
['C#', 'G#', 'A#m', 'C#']	1,5,6,1	1.0		bloom	the paper kites
['A#m', 'Fm', 'G', 'A#m']	1,5,6,1	10.0		the beat	c2c
['G#m', 'D#m', 'F', 'G#m']	1,5,6,1	8.0		breaking the girl	red hot chili peppers
['D', 'A', 'Bm', 'D']	1,5,6,1	2.0		joy to the world - christmas	casting crowns
['Am', 'Em', 'F#', 'Am']	1,5,6,1	9.0		i am	sick individuals - axwell
['F', 'C', 'Dm', 'F']	1,5,6,1	5.0		again	flyleaf
['Em', 'Bm', 'C#', 'Em']	1,5,6,1	4.0		i wanna be adored	the stone roses
['F', 'C', 'Dm', 'F']	1,5,6,1	5.0		these words	natasha bedingfield
['B', 'F#', 'G#m', 'B']	1,5,6,1	11.0		samson	regina spektor
['Fm', 'Cm', 'D', 'Fm']	1,5,6,1	5.0		the perfect drug	nine inch nails
['Am', 'Em', 'F#', 'Am']	1,5,6,1	9.0		normal	porcupine tree
['F', 'C', 'Dm', 'F']	1,5,6,1	5.0		nothing stopping me	vicetone
['F', 'C', 'Dm', 'F']	1,5,6,1	5.0		air	dzeko and torres
['A#', 'F', 'Gm', 'A#']	1,5,6,1	10.0		ob-la-di ob-la-da	the beatles
['B', 'F#', 'G#m', 'B']	1,5,6,1	11.0		postcards	james blunt
['F#', 'C#', 'D#m', 'F#']	1,5,6,1	6.0		simple man	lynyrd skynyrd
['G', 'D', 'Em', 'G']	1,5,6,1	7.0		dni ktorych nie znamy	marek grechuta
['B', 'F#', 'G#m', 'B']	1,5,6,1	11.0		'74-'75	the connells
['A#', 'F', 'Gm', 'A#']	1,5,6,1	10.0		on trees and birds and fire	i am oak
['D', 'A', 'Bm', 'D']	1,5,6,1	2.0		indifference	pearl jam
['C', 'G', 'Am', 'C']	1,5,6,1	0.0		headache	tiny moving parts
['C', 'G', 'F', 'C']	1,5,4,1	0.0		all the small things	blink 182
['B', 'F#', 'E', 'B']	1,5,4,1	11.0		the lazy song	bruno mars
['C#', 'G#', 'F#', 'C#']	1,5,4,1	1.0		everything i do	bryan adams
['D', 'A', 'G', 'D']	1,5,4,1	2.0		bad moon rising	creedence clearwater revival
['D', 'A', 'G', 'D']	1,5,4,1	2.0		up around the bend	creedence clearwater revival
['G', 'D', 'C', 'G']	1,5,4,1	7.0		100 years	five for fighting
['C', 'G', 'F', 'C']	1,5,4,1	0.0		some nights	fun
['A#', 'F', 'D#', 'A#']	1,5,4,1	10.0		ass back home	gym class heroes
['B', 'F#', 'E', 'B']	1,5,4,1	11.0		born this way	lady gaga
['E', 'B', 'A', 'E']	1,5,4,1	4.0		black or white	michael jackson
['F', 'C', 'A#', 'F']	1,5,4,1	5.0		animal	neon trees
